unique_book_id,published_year,book_id,published_by,available
560855,1913-06-03,132174,Buchanan Ltd,Available
691942,1902-09-30,572219,Hays Inc,Available
954090,1943-11-22,984017,Schneider PLC,Available
954093,1952-09-14,203238,"Martin, Crawford and Scott",Available
560880,1939-01-30,403329,"Campbell, Lewis and Price",Available
298739,2006-02-05,689662,Williams Group,Available
691957,1942-08-27,249010,Gonzalez Inc,Unavailable
298746,1966-11-24,521086,Smith and Sons,Available
167675,1936-08-17,706936,Stuart PLC,Available
36604,1907-05-08,469555,"Solis, Foley and Johnson",Unavailable
167683,1930-05-23,926219,Sutton and Sons,Unavailable
823044,2004-12-25,17787,Hartman-Friedman,Unavailable
298756,2002-12-19,706386,Rodriguez-Hinton,Available
429831,1945-01-24,402340,Boyd LLC,Unavailable
823049,1985-08-06,338715,"Wilson, Howell and Hernandez",Available
298762,1956-08-07,141052,Porter-Spencer,Available
823053,2000-09-29,538284,Cantrell Ltd,Unavailable
691983,2017-03-25,389748,"Mclean, Smith and Norman",Unavailable
954131,1961-07-16,505219,Rasmussen-Ellis,Unavailable
429843,1956-11-16,284077,"Greene, Bush and Rogers",Available
298775,1904-03-04,197635,"Edwards, Bentley and Walker",Unavailable
167710,1917-11-24,195112,"Harris, Cortez and Vazquez",Unavailable
167711,1910-03-26,564707,"Hart, Beck and Harris",Available
823071,1982-04-29,532830,"Moody, Moore and Ellis",Available
560930,1919-09-05,356656,Crawford LLC,Unavailable
167715,1973-10-09,410080,"Hill, Rice and Chang",Unavailable
167717,1970-02-11,220326,Armstrong Group,Available
429862,1908-08-19,276419,Black and Sons,Unavailable
298800,1930-09-14,300313,Chen-Sanders,Unavailable
167729,1958-10-26,898475,Kline Ltd,Available
36657,1976-07-03,148268,Scott LLC,Available
954165,2011-10-31,775882,"Ayers, Perez and Farrell",Unavailable
823093,1968-01-16,246138,Houston-Dean,Available
298807,1971-02-01,998175,Gonzalez Group,Available
560955,1933-02-14,206430,Scott-Gonzalez,Unavailable
167743,2005-12-25,99338,Walsh Group,Unavailable
298819,1900-04-27,220633,Snyder Inc,Unavailable
954180,1927-09-22,347573,Young Inc,Available
36677,1927-11-18,89555,"Mckee, Mcgee and Martin",Unavailable
692037,1924-02-24,648708,"Jackson, Simpson and Martinez",Unavailable
36682,1921-02-25,399705,Taylor PLC,Available
167755,1987-04-25,336263,Simon PLC,Available
429906,1964-02-07,366802,Ruiz PLC,Available
954196,1910-10-20,408994,Schneider-George,Unavailable
954197,2020-03-28,995911,Williams Group,Available
560986,1902-10-07,123820,Thomas PLC,Available
692058,1977-06-08,459648,Johnson-Flores,Available
823132,1957-08-02,218695,Farmer LLC,Unavailable
823136,1988-09-23,8959,Mejia LLC,Unavailable
823139,1973-08-21,433569,"Carter, Orr and Douglas",Unavailable
36708,1961-10-24,971300,"Aguilar, Lee and Carrillo",Unavailable
167797,1900-10-27,742413,"Davis, Acevedo and Davila",Available
692087,2015-11-07,891548,Carpenter Group,Unavailable
561017,2010-05-24,568107,"Hunt, George and Price",Available
954235,1928-02-18,223592,Weeks Ltd,Available
36737,1935-09-01,357371,Rivera and Sons,Available
823170,1986-04-18,79525,Owens Group,Unavailable
298881,1967-07-07,336217,Sullivan-Hernandez,Available
429959,1989-01-04,820362,"Gilbert, Green and Humphrey",Available
954247,1993-06-24,683748,Cardenas Ltd,Available
36745,1907-12-14,187329,Burns Inc,Unavailable
36749,1956-09-21,277242,Armstrong-Tyler,Available
954255,2011-06-25,727817,"Mitchell, Walker and Collins",Available
561039,2000-02-13,339048,Newman-Walker,Available
298897,1970-08-24,890219,Smith Group,Available
954258,2001-06-20,112253,Mclaughlin-Rios,Unavailable
36754,1954-09-07,776905,Adkins Ltd,Available
823188,1968-10-20,968932,Taylor Ltd,Available
561046,1903-03-19,332557,"Garcia, Thompson and Conley",Available
692120,1914-01-14,265636,Joyce LLC,Available
36761,1924-03-13,403068,Young PLC,Unavailable
36762,1963-05-07,332494,Ward and Sons,Unavailable
954268,1924-11-19,947521,Stark-Harris,Available
36765,1965-03-27,857597,Evans-Johnson,Available
692126,1959-04-12,467998,Tanner-Herman,Unavailable
167838,1947-03-19,38988,"Hill, Krueger and Jackson",Available
298914,1920-03-31,709610,Huang-Padilla,Available
167849,1955-03-11,35941,Cantrell Group,Unavailable
298922,1948-08-26,89683,Jordan PLC,Available
823211,1962-05-24,300505,"Allen, Davis and Cummings",Available
36788,1927-11-12,616746,Sandoval-Ramos,Unavailable
298933,1987-08-24,17407,Torres PLC,Available
298934,1906-06-09,590871,Martin-Haynes,Available
167866,1985-04-24,837826,Alexander PLC,Unavailable
561083,1953-01-19,833864,Miles LLC,Unavailable
36797,2006-08-01,935800,"Martinez, Wright and Perkins",Unavailable
692158,2003-10-18,816614,"Simmons, Escobar and Fitzpatrick",Available
692162,1991-01-05,74850,"Werner, Trujillo and Mays",Available
561092,2007-11-17,532042,Ward Group,Unavailable
36806,1988-04-08,836998,Martinez-Gibson,Unavailable
298952,1936-07-24,165235,Gomez PLC,Available
167894,1975-02-02,638149,Jones-Freeman,Available
167895,2022-06-15,511108,Wood-Rodriguez,Available
167896,1964-12-26,303993,"Hicks, Smith and Clark",Available
954329,1981-06-15,961258,Moore-Jones,Available
692189,1954-07-04,953983,"Flores, Johnson and Zamora",Available
298973,1917-01-08,470847,Henderson-Ingram,Unavailable
823265,1965-09-03,653101,Cannon PLC,Available
430050,1919-04-04,392006,Williams Group,Available
36837,1935-12-13,306589,"Martinez, Rhodes and Williams",Unavailable
561125,1997-01-15,155032,Gomez and Sons,Available
561128,1988-04-24,598393,"Castillo, Reilly and Brown",Available
954354,1958-03-15,814679,Hardy-Montes,Available
561140,1996-11-09,403522,Lawson and Sons,Available
823287,1963-09-23,794494,Welch Ltd,Unavailable
36856,2005-12-05,146206,Hernandez-Sharp,Available
430077,1944-09-05,893825,Porter Inc,Unavailable
36863,2000-10-03,482167,Jones and Sons,Available
692223,1936-11-29,942635,Stafford Inc,Unavailable
36865,2009-07-10,608656,Williams-Williams,Available
561152,1940-06-15,413976,"Gray, Reilly and Young",Unavailable
167941,1913-10-03,645513,"Guerrero, Johnson and Love",Available
430089,1908-04-01,62268,"Miller, Davis and Wade",Unavailable
430095,1920-07-04,357257,Davis-Greene,Available
823313,1901-02-24,283793,Paul PLC,Available
561173,1925-04-22,209297,"Padilla, Blanchard and Nguyen",Unavailable
561175,1965-09-24,408994,Tucker Group,Unavailable
167960,1991-08-10,573310,Perez Inc,Unavailable
299038,2013-04-30,504919,Santana Group,Available
430111,1997-06-12,702699,Jefferson-Nguyen,Available
299040,2001-12-18,212061,Short PLC,Available
692261,1922-02-04,901285,Berger-Mcguire,Available
299049,1901-11-16,602814,"Kelley, Brady and Hunter",Available
167977,1915-12-19,247147,Mays-Patterson,Available
430125,1914-03-24,583530,"Wagner, Rangel and Smith",Available
692272,1919-07-27,145346,Walker-Brown,Unavailable
954418,1948-12-25,133699,"Melendez, Jacobs and Meyer",Available
299059,1923-12-01,895461,"Franklin, Villarreal and Hill",Unavailable
430133,2022-08-23,487963,Thompson Group,Unavailable
954425,2001-07-01,622377,"Parker, Parker and Cline",Unavailable
954427,1930-11-05,381580,"Coleman, Olson and Bishop",Available
954429,1949-05-31,221202,"Martin, Carson and Edwards",Available
299070,1964-02-02,456326,"Avery, Clayton and Avila",Unavailable
430147,1996-02-10,873462,Bennett-Shaffer,Unavailable
954438,1928-07-12,794494,Romero Group,Available
823367,1960-02-08,419517,"Friedman, Frank and Peck",Unavailable
430156,1938-08-21,458971,Booker-Baker,Available
954444,2004-09-19,181621,"Thomas, Gray and Andrews",Unavailable
823375,1962-07-19,405012,"Stone, Tapia and Rodriguez",Available
692304,1985-05-14,406830,Berry LLC,Unavailable
299101,1959-12-07,966342,Neal and Sons,Available
954462,1952-01-19,368409,Weber-Cox,Unavailable
692321,1984-10-18,830780,"Parks, Knox and Park",Unavailable
692339,1959-06-16,116655,Khan-Griffin,Unavailable
299123,2002-09-03,949344,Jackson and Sons,Available
168053,1996-06-12,625065,"Peck, Baxter and Salas",Available
561279,2019-01-04,259357,Arnold and Sons,Available
692356,2016-08-29,560844,"Turner, Herman and Alvarado",Available
692360,1982-08-31,374412,Morris LLC,Available
561290,1983-10-19,406408,Schmidt-Valdez,Available
954509,2012-01-04,680296,Thomas-Mcdaniel,Unavailable
954510,1981-06-21,822457,Newman-Cruz,Unavailable
823437,1967-05-21,634216,"Martinez, Burnett and Brewer",Unavailable
430224,1949-12-02,755492,"Rice, Oliver and Ferguson",Unavailable
692372,1953-02-28,502684,Palmer-Ferguson,Available
430231,1980-09-04,226287,"Bolton, Gates and Jones",Available
954523,1984-03-25,330388,Cox Inc,Available
37019,1956-03-23,39464,Williams LLC,Available
954526,1915-07-10,782903,"Lee, Rodriguez and Hanna",Unavailable
37023,2019-03-02,291394,Whitehead PLC,Unavailable
299168,2012-08-01,387304,Wilson-Johnson,Available
692386,2000-02-15,646630,Meyer-Archer,Available
430242,2021-01-15,412360,Bryant-Lawrence,Available
954532,1907-10-21,811551,"Wilson, Hudson and Carter",Unavailable
561320,1976-02-02,44175,"Marquez, Bridges and Bush",Unavailable
37041,1933-11-09,499099,"Harvey, Black and Yang",Unavailable
168116,2019-11-22,642202,Rivera-Grant,Available
37044,1957-11-22,162721,"Jacobson, Wheeler and Bell",Available
168118,2001-03-08,283606,Harvey Inc,Unavailable
692408,1994-04-17,783545,"Shaw, Wise and Ruiz",Unavailable
430264,2020-02-13,831792,Morris-Glover,Available
168128,1907-02-24,5799,"Thomas, Hayes and Sutton",Unavailable
299201,1967-03-03,346280,Scott-Castillo,Available
37057,1934-01-18,932083,Reynolds Group,Available
561346,1960-11-04,342367,"Ferguson, Robertson and Jones",Unavailable
168132,1996-12-25,535929,"Calhoun, Mathis and Williams",Available
954562,1981-05-02,532691,"Ashley, Beard and Hill",Available
430285,1990-10-11,979971,Shaw-Smith,Unavailable
430296,1901-10-19,460617,Richards-Adams,Available
561374,1934-09-21,428367,"Welch, Weaver and Norton",Unavailable
168158,2009-11-10,702699,Jones Inc,Unavailable
692447,2016-01-01,840315,"Hutchinson, Farrell and Brown",Unavailable
823523,1937-09-28,363576,Donaldson-Hess,Available
168163,1951-01-26,657743,Figueroa LLC,Available
430317,1901-07-22,187371,"Baker, Padilla and Carter",Available
37106,1959-09-16,3309,Valentine-Chambers,Available
561399,1902-02-06,132553,"Berry, Petty and Olson",Unavailable
37115,1962-08-16,537804,Watson Ltd,Available
168187,1946-09-04,363576,"Mcbride, Johnson and Edwards",Unavailable
168190,2004-03-05,454016,"Barnes, Rodriguez and Cobb",Unavailable
954623,1960-05-26,999467,Miller-Roberts,Available
168197,1961-09-06,434178,"Rice, Barnes and Williams",Unavailable
430343,1998-03-10,374070,"Reynolds, Jenkins and Brandt",Available
954636,1978-09-13,212359,Mcclure Ltd,Unavailable
823564,1944-10-13,564661,Williams PLC,Unavailable
561423,1911-09-18,271226,"Davis, Wu and Pena",Available
430352,1977-08-06,59314,"Williams, Orr and Thomas",Available
692497,1905-09-25,520492,Sanders-Jones,Unavailable
823570,2001-11-05,37036,Pearson LLC,Unavailable
299284,1958-01-27,927831,"Macdonald, Fisher and Brown",Unavailable
692501,1970-08-12,218695,"Hart, Garcia and Romero",Unavailable
299288,2018-09-27,795898,"Rose, Williams and Smith",Unavailable
37147,1918-11-26,790285,Bell Ltd,Unavailable
823582,1995-07-13,227237,Mitchell-Mccoy,Unavailable
692512,1968-06-28,280535,Pittman-Wall,Available
168225,1962-01-18,559847,Archer Group,Unavailable
168224,1925-10-28,360866,Valenzuela Inc,Available
954656,1975-02-24,402340,Martinez-Olson,Available
299305,1902-10-16,845,Reynolds-Silva,Unavailable
692524,1948-10-08,67455,Lamb-Mendoza,Unavailable
823596,1994-11-01,748414,Hall-Burton,Unavailable
954670,1946-03-20,875962,Brown-Williams,Available
561455,1966-06-08,945035,"Bates, Howell and Nguyen",Unavailable
823601,1972-02-20,970166,Henderson-Walsh,Available
37170,1968-11-18,474438,Knight Ltd,Unavailable
299316,1902-03-04,538284,Stafford Ltd,Available
954677,1973-06-27,710092,"Fernandez, Spears and Salinas",Available
299320,1918-03-07,867365,"Brooks, Rose and Lynn",Unavailable
823609,1953-12-23,844392,Jones-Gonzalez,Unavailable
823612,1949-03-20,911715,"Hunt, Stephenson and Cruz",Unavailable
299326,1930-12-23,266389,James-Horn,Available
692545,1903-01-02,527403,Thomas Group,Unavailable
299332,1908-08-03,861975,"Hall, Gonzalez and Vazquez",Unavailable
561477,1992-11-10,716773,"Martinez, Cole and Porter",Unavailable
823626,1926-11-06,799409,York-Garrett,Unavailable
954704,2016-09-04,763688,Mckenzie and Sons,Available
299346,2006-12-13,215896,"Jenkins, Mcbride and Williams",Available
430419,1996-07-14,608620,"Schaefer, Ibarra and Flores",Available
299348,1958-10-18,409335,"Mills, Key and Perez",Available
692566,1952-09-30,418970,Greene LLC,Available
954711,1915-11-01,649617,White LLC,Unavailable
561494,1934-02-26,583463,Alvarez Inc,Available
168281,1932-05-23,548129,Leach-Gould,Available
168288,1962-07-18,961058,Jones-Ayers,Available
37216,1902-09-22,664271,Hunter-Stewart,Available
954724,1930-03-16,687111,Hodge Ltd,Available
954726,2015-05-19,641633,"Gomez, Meadows and Wiggins",Available
692583,1995-03-07,423728,Evans and Sons,Unavailable
299373,1995-05-29,986088,"Burton, Brown and Cook",Available
168301,1948-08-19,146823,Mccall LLC,Available
954734,1929-06-04,472231,Lopez Inc,Unavailable
692595,2016-03-01,586082,Brown Group,Available
430458,1906-04-25,699813,"Lopez, Cooper and Holmes",Available
823674,1920-06-17,788599,Wagner PLC,Unavailable
692606,2002-01-28,111054,Kelly-Phelps,Available
954753,1981-09-05,924344,Reynolds and Sons,Unavailable
37249,1965-04-11,205166,Mclean-Dunn,Unavailable
299395,1923-04-04,88055,"Sanchez, Ortega and Barrett",Unavailable
430469,2011-05-02,608620,Bautista-Pham,Unavailable
561542,1928-07-09,389490,Reid-Taylor,Unavailable
692620,1992-12-21,690267,Garcia-Gill,Available
430477,1911-01-04,624699,Kelly Ltd,Unavailable
561548,1908-01-13,593994,Schmidt and Sons,Available
430479,1991-10-16,23349,Flores-Sweeney,Available
561559,2018-09-26,577975,Marshall Ltd,Available
692632,2003-02-27,152852,Garrett-Carr,Available
561561,2015-10-28,39784,"Haney, Perez and Griffin",Unavailable
823707,1979-10-11,273613,"Ochoa, Nelson and Chavez",Unavailable
299420,2017-10-10,894233,"Chambers, Hicks and Taylor",Available
692637,2015-07-04,75692,"Hahn, Roberts and Duran",Available
168349,1934-04-17,537847,Drake and Sons,Available
561569,1977-11-18,668727,Berry and Sons,Unavailable
692646,1905-12-10,486263,"Johnson, Mcguire and Russell",Available
823719,1973-10-13,334612,Jimenez-Chung,Unavailable
954793,1920-08-10,245599,Stark-Valdez,Unavailable
692650,1942-01-17,176857,Bowen Ltd,Unavailable
37291,1940-04-15,830210,Durham LLC,Available
168365,1960-05-03,428476,"Olson, Chavez and Green",Available
823725,2006-12-17,403068,Copeland-Pearson,Unavailable
692653,1927-02-19,680305,Rose Group,Unavailable
299438,2002-08-15,915161,"Thompson, Fox and Pacheco",Available
299444,1971-01-04,478817,Weiss-Hernandez,Unavailable
823733,1908-02-03,6500,Conrad-Crosby,Available
692662,1948-12-02,349670,Jones Ltd,Available
561588,1978-08-26,75214,"Nelson, Willis and Butler",Available
37304,2017-03-03,221109,"Chavez, Bates and Lewis",Unavailable
692665,1972-04-17,248866,Wallace Ltd,Unavailable
561600,1902-04-13,274650,Mahoney-Johnson,Available
168388,1937-09-20,135494,"Jackson, House and Benson",Unavailable
299462,1985-05-31,658707,"Owen, Flores and Flores",Unavailable
168393,1974-08-24,14397,Smith and Sons,Unavailable
561610,1901-12-21,512007,Choi and Sons,Unavailable
37323,1964-01-17,974266,"Marquez, Thompson and Byrd",Available
561609,2004-07-22,399369,Walters Ltd,Unavailable
823753,1927-09-18,796160,Sanchez-Hill,Unavailable
37335,1976-03-05,217418,Griffin-Newman,Available
823767,1956-07-09,223222,Delgado-Hall,Available
168407,1955-08-24,954087,Johnson Inc,Available
954843,1991-05-30,656075,Brown-Rojas,Available
692702,1934-02-15,405012,Scott and Sons,Unavailable
299489,1964-09-12,214043,Church Ltd,Unavailable
299490,1980-01-27,431256,"Harper, Johnson and Sweeney",Available
168419,2002-12-11,399860,"Johnston, Hernandez and Robinson",Unavailable
823782,1906-10-19,285361,"Hernandez, Perry and Taylor",Unavailable
692718,1932-09-30,945643,"Rivera, Morris and Chung",Available
954864,1972-10-05,974266,Cobb PLC,Available
430577,1974-05-26,188039,Wilson-Jackson,Unavailable
692721,2012-05-31,843396,Tate PLC,Unavailable
168435,1954-05-14,541506,"Taylor, Foley and Hurst",Unavailable
168432,1920-07-26,88200,"Sanders, Wong and Greene",Available
823798,1943-03-13,405853,Johnson Ltd,Available
299510,1977-09-28,392670,"Harris, Lee and Love",Available
823800,1950-10-01,324095,Thomas Ltd,Available
168439,1969-10-25,756430,Lopez-James,Unavailable
37371,1900-09-12,737562,"Bailey, Sims and Blackburn",Unavailable
954880,2017-03-21,342823,Bond-Barton,Unavailable
299521,2000-06-10,744468,Miller-Jimenez,Unavailable
561666,1990-07-12,565663,Jones-Gomez,Unavailable
954889,1936-10-15,879033,Harris-Davis,Unavailable
37386,1929-08-07,732647,Brown Group,Available
37387,2017-09-25,207143,Hoover-Warner,Available
37391,1961-12-31,924568,Thompson-Nelson,Unavailable
823825,2013-02-18,40151,"Franco, Copeland and Olsen",Unavailable
168470,2015-09-09,763702,"Ortega, Rogers and Stephenson",Available
692759,1945-08-28,342728,Morris-Robinson,Available
954902,2015-08-12,600772,Ruiz-Collins,Unavailable
37401,1909-03-10,212554,Martin PLC,Unavailable
430619,1985-07-14,296053,"Morales, Stokes and Lee",Available
299549,1976-08-05,194540,Lane LLC,Available
823839,1959-06-21,866059,"Carpenter, Phillips and Watson",Available
168483,1990-02-01,398961,Meadows-Singleton,Unavailable
299557,1982-04-18,665180,Johnson and Sons,Unavailable
37415,1935-05-02,217830,"Wilson, Mcneil and Sanford",Available
168490,1911-03-23,167043,Whitehead-Ford,Available
692781,1918-12-09,159248,"Bell, Michael and Allen",Available
430639,1987-05-13,180492,Crawford LLC,Available
692787,1980-10-08,175894,Watson Inc,Available
37431,1944-10-16,414096,"Smith, Stanley and Pruitt",Unavailable
299576,2009-10-18,950919,Rose LLC,Available
430649,1902-07-31,695544,"Gray, Davis and Diaz",Available
561729,2002-11-10,672699,Stewart Inc,Unavailable
37442,2004-12-10,311331,Sosa and Sons,Unavailable
692803,1934-04-08,127040,Brown-Molina,Available
430658,1916-05-08,632751,"Price, Weaver and Cameron",Available
299586,2021-03-25,198407,Jenkins-Cordova,Unavailable
561734,2001-09-05,463724,Gibson Ltd,Available
37448,1942-04-22,372261,"Morton, Maldonado and Ward",Available
